<pad>	0
<unk>	1
<sos>	2
<eos>	3
s	4
<	5
o	6
>	7
的	8
，	9
。	10
e	11
我	12
们	13
不	14
是	15
一	16
有	17
他	18
你	19
很	20
以	21
了	22
在	23
好	24
可	25
个	26
要	27
这	28
人	29
为	30
学	31
来	32
到	33
会	34
生	35
也	36
时	37
上	38
天	39
家	40
得	41
大	42
工	43
因	44
所	45
去	46
看	47
多	48
跟	49
就	50
么	51
都	52
说	53
子	54
地	55
对	56
那	57
孩	58
、	59
没	60
能	61
里	62
事	63
自	64
法	65
小	66
影	67
想	68
后	69
还	70
觉	71
如	72
经	73
您	74
过	75
公	76
问	77
情	78
教	79
方	80
现	81
而	82
样	83
老	84
道	85
作	86
做	87
？	88
下	89
候	90
师	91
然	92
果	93
知	94
厂	95
己	96
校	97
机	98
心	99
电	100
友	101
题	102
点	103
起	104
！	105
发	106
网	107
间	108
面	109
让	110
给	111
她	112
朋	113
话	114
出	115
国	116
常	117
些	118
用	119
课	120
长	121
但	122
最	123
理	124
和	125
车	126
路	127
应	128
等	129
该	130
明	131
活	132
开	133
意	134
台	135
妈	136
定	137
中	138
快	139
每	140
高	141
吃	142
请	143
望	144
年	145
回	146
同	147
少	148
真	149
打	150
比	151
太	152
只	153
处	154
近	155
希	156
音	157
室	158
已	159
司	160
父	161
母	162
前	163
味	164
当	165
书	166
重	167
文	168
找	169
怎	170
成	171
加	172
或	173
臭	174
分	175
著	176
美	177
湾	178
况	179
信	180
气	181
外	182
西	183
什	184
从	185
之	186
且	187
兴	188
「	189
把	190
玩	191
再	192
钱	193
」	194
办	195
边	196
受	197
环	198
认	199
关	200
力	201
种	202
喜	203
今	204
更	205
帮	206
才	207
行	208
响	209
业	210
别	211
实	212
站	213
全	214
物	215
相	216
班	217
东	218
爸	219
吗	220
本	221
解	222
与	223
境	224
安	225
济	226
两	227
欢	228
坐	229
日	230
动	231
习	232
件	233
噪	234
身	235
早	236
听	237
难	238
考	239
晚	240
女	241
越	242
其	243
装	244
摄	245
：	246
感	247
居	248
告	249
体	250
保	251
见	252
于	253
变	254
饭	255
新	256
被	257
非	258
社	259
爱	260
系	261
第	262
无	263
较	264
念	265
决	266
诉	267
儿	268
此	269
住	270
代	271
买	272
十	273
直	274
民	275
休	276
几	277
李	278
反	279
位	280
呢	281
次	282
进	283
谢	284
像	285
算	286
养	287
先	288
照	289
试	290
需	291
正	292
睡	293
三	294
展	295
忙	296
脑	297
放	298
始	299
妳	300
世	301
表	302
又	303
合	304
提	305
甚	306
服	307
哪	308
水	309
息	310
礼	311
各	312
交	313
便	314
结	315
半	316
育	317
走	318
何	319
利	320
二	321
功	322
虽	323
部	324
空	325
色	326
写	327
邻	328
验	329
坏	330
及	331
参	332
费	333
附	334
界	335
由	336
青	337
读	338
吧	339
期	340
乐	341
运	342
度	343
久	344
适	345
顾	346
完	347
接	348
球	349
薪	350
造	351
假	352
狗	353
贵	354
菜	355
花	356
张	357
目	358
改	359
担	360
包	361
通	362
原	363
昨	364
错	365
市	366
容	367
备	368
使	369
任	370
制	371
连	372
月	373
化	374
亲	375
导	376
持	377
拿	378
马	379
庭	380
够	381
资	382
名	383
康	384
聊	385
拜	386
苦	387
必	388
华	389
门	390
视	391
易	392
平	393
啊	394
者	395
管	396
建	397
带	398
亮	399
租	400
内	401
识	402
立	403
性	404
未	405
健	406
景	407
观	408
并	409
漂	410
累	411
院	412
随	413
准	414
男	415
热	416
思	417
声	418
赚	419
慢	420
它	421
钟	422
差	423
送	424
烦	425
愿	426
轻	427
助	428
议	429
干	430
病	431
护	432
场	433
记	434
手	435
周	436
祝	437
谈	438
叫	439
主	440
五	441
单	442
０	443
片	444
络	445
困	446
字	447
将	448
懂	449
产	450
特	451
趣	452
怕	453
酒	454
选	455
继	456
宠	457
收	458
离	459
达	460
德	461
婚	462
程	463
品	464
餐	465
害	466
总	467
复	468
支	469
减	470
白	471
王	472
刚	473
喝	474
录	475
辛	476
续	477
员	478
山	479
区	480
规	481
远	482
弟	483
麻	484
例	485
速	486
雨	487
医	488
底	489
语	490
压	491
严	492
舒	493
忘	494
证	495
专	496
游	497
求	498
北	499
讲	500
衣	501
设	502
失	503
负	504
除	505
星	506
林	507
偷	508
留	509
断	510
午	511
数	512
厅	513
计	514
四	515
政	516
入	517
毕	518
努	519
谁	520
姐	521
私	522
科	523
技	524
简	525
排	526
１	527
注	528
报	529
至	530
府	531
致	532
职	533
英	534
限	535
量	536
态	537
六	538
末	539
论	540
许	541
火	542
赶	543
划	544
旅	545
状	546
讯	547
头	548
免	549
卖	550
类	551
客	552
往	553
纪	554
尽	555
究	556
幸	557
停	558
换	559
板	560
沟	561
象	562
须	563
破	564
风	565
店	566
棒	567
冷	568
口	569
步	570
研	571
．	572
段	573
城	574
封	575
夜	576
眼	577
２	578
务	579
强	580
迷	581
房	582
食	583
搬	584
增	585
八	586
器	587
效	588
格	589
超	590
疑	591
责	592
馆	593
查	594
遇	595
练	596
确	597
闻	598
根	599
商	600
营	601
付	602
极	603
污	604
调	605
料	606
讨	607
肉	608
汽	609
精	610
满	611
舞	612
浪	613
怀	614
戏	615
紧	616
渐	617
神	618
闹	619
整	620
虑	621
权	622
清	623
怪	624
吵	625
危	626
向	627
尤	628
油	629
善	630
烤	631
黑	632
退	633
待	634
啤	635
敢	636
图	637
充	638
赞	639
份	640
联	641
众	642
掉	643
松	644
训	645
庆	646
流	647
七	648
普	649
择	650
价	651
察	652
碰	653
鼓	654
励	655
染	656
笑	657
捷	658
举	659
律	660
卫	661
共	662
妇	663
局	664
隔	665
消	666
却	667
概	668
号	669
３	670
喔	671
忍	672
答	673
传	674
益	675
夫	676
转	677
床	678
园	679
寄	680
优	681
获	682
洲	683
扰	684
控	685
若	686
惜	687
言	688
案	689
绿	690
裁	691
约	692
静	693
乡	694
双	695
独	696
据	697
深	698
饼	699
洗	700
形	701
级	702
九	703
南	704
值	705
另	706
检	707
顺	708
士	709
指	710
牠	711
聪	712
伤	713
故	714
红	715
般	716
误	717
弃	718
药	719
爬	720
急	721
刻	722
古	723
针	724
７	725
丢	726
妹	727
质	728
背	729
落	730
财	731
５	732
＂	733
跳	734
废	735
万	736
切	737
吸	738
基	739
壁	740
供	741
绝	742
升	743
死	744
投	745
梦	746
际	747
夏	748
迟	749
靠	750
亏	751
金	752
颜	753
享	754
赛	755
恶	756
推	757
低	758
具	759
积	760
竟	761
省	762
恢	763
恭	764
义	765
既	766
伟	767
痛	768
旁	769
仅	770
托	771
条	772
式	773
阿	774
存	775
首	776
楼	777
命	778
烈	779
骂	780
敬	781
丈	782
惯	783
邀	784
线	785
（	786
纸	787
）	788
博	789
角	790
惊	791
村	792
统	793
醒	794
８	795
密	796
逼	797
跑	798
恐	799
遍	800
宝	801
止	802
椅	803
戴	804
穿	805
曾	806
亚	807
秋	808
历	809
触	810
示	811
－	812
培	813
光	814
莲	815
引	816
牛	817
补	818
冬	819
抱	820
脏	821
避	822
陪	823
句	824
印	825
劳	826
依	827
海	828
罚	829
恼	830
画	831
默	832
；	833
预	834
尊	835
握	836
春	837
某	838
拍	839
碌	840
束	841
挥	842
施	843
突	844
替	845
贝	846
终	847
秘	848
蓝	849
垃	850
圾	851
良	852
障	853
沉	854
借	855
缺	856
轮	857
农	858
闲	859
旦	860
冒	861
诊	862
户	863
委	864
鸡	865
迎	866
百	867
即	868
９	869
耐	870
似	871
势	872
愉	873
童	874
牙	875
监	876
歉	877
介	878
偏	879
途	880
植	881
淡	882
术	883
防	884
隐	885
惑	886
创	887
节	888
冰	889
箱	890
ｄ	891
奖	892
千	893
欺	894
予	895
ｂ	896
骗	897
永	898
辅	899
冲	900
判	901
澡	902
皮	903
ａ	904
乖	905
克	906
透	907
修	908
猫	909
宅	910
嘛	911
兰	912
播	913
元	914
衡	915
追	916
乎	917
迫	918
媒	919
银	920
凌	921
眠	922
宜	923
领	924
宣	925
称	926
演	927
显	928
夸	929
皆	930
杂	931
镜	932
范	933
奇	934
睛	935
盖	936
广	937
荐	938
飞	939
婆	940
集	941
趋	942
救	943
令	944
野	945
协	946
亭	947
酱	948
炒	949
姓	950
巧	951
险	952
奈	953
幕	954
码	955
毛	956
绍	957
争	958
韩	959
票	960
遭	961
倒	962
饱	963
孤	964
笔	965
秀	966
厉	967
智	968
取	969
拥	970
逛	971
温	972
源	973
弄	974
盘	975
衰	976
趁	977
鱼	978
塞	979
楚	980
涉	981
净	982
融	983
勇	984
标	985
卡	986
尼	987
穷	988
泄	989
劝	990
乱	991
湿	992
哥	993
匆	994
富	995
墙	996
挡	997
蛋	998
糕	999
搭	1000
奥	1001
宿	1002
舍	1003
群	1004
残	1005
惨	1006
啰	1007
啦	1008
卷	1009
足	1010
踏	1011
茶	1012
献	1013
讶	1014
咖	1015
貌	1016
灾	1017
丽	1018
初	1019
雄	1020
散	1021
则	1022
逝	1023
灵	1024
碍	1025
闭	1026
症	1027
街	1028
杀	1029
映	1030
互	1031
呼	1032
屈	1033
鞋	1034
坚	1035
档	1036
土	1037
项	1038
阶	1039
奶	1040
绩	1041
兄	1042
糖	1043
维	1044
洋	1045
波	1046
